Hpa wing airfoil coordinate. Reformat for xfoil use

1.00000000 0.00000000
0.99656657 0.00083095
0.98671843 0.00364979
0.97136884 0.00850577
0.95128334 0.01492806
0.92679615 0.02228524
0.89794386 0.03033349
0.86515328 0.03904030
0.82894296 0.04817872
0.78980983 0.05745448
0.74820005 0.06655600
0.70454846 0.07520751
0.65928142 0.08314486
0.61280961 0.09013409
0.56553357 0.09598004
0.51784832 0.10053019
0.47014675 0.10367574
0.42282201 0.10535026
0.37626876 0.10552390
0.33086258 0.10420061
0.28698373 0.10144915
0.24502577 0.09736108
0.20537912 0.09205257
0.16844431 0.08565910
0.13462571 0.07829339
0.10427952 0.07002263
0.07764290 0.06088728
0.05484002 0.05102733
0.03594884 0.04066304
0.02104634 0.03004528
0.01008578 0.01953850
0.00305581 0.00971624
0.00008267 0.00133077
0.00000212 0.00020518
0.00011144 -0.00140261
0.00028379 -0.00211398
0.00055294 -0.00273962
0.00097608 -0.00329714
0.00154631 -0.00384347
0.00203946 -0.00423807
0.00304180 -0.00491855
0.01106848 -0.00835964
0.02602085 -0.01201994
0.04647427 -0.01511577
0.07210980 -0.01767900
0.10254072 -0.01970256
0.13735026 -0.02115124
0.17610099 -0.02194410
0.21839574 -0.02199322
0.26384032 -0.02125961
0.31202431 -0.01974630
0.36251611 -0.01749954
0.41485772 -0.01460941
0.46855941 -0.01120870
0.52309453 -0.00746908
0.57789493 -0.00359456
0.63234718 0.00018829
0.68579080 0.00364336
0.73751904 0.00654101
0.78678362 0.00867672
0.83280449 0.00989076
0.87478502 0.01008629
0.91193309 0.00923569
0.94339433 0.00734984
0.96822642 0.00483341
0.98595120 0.00239924
0.99650495 0.00065415
