1.00000000 0.00000000
0.99668789 0.00008613
0.98696748 0.00059913
0.97130181 0.00168768
0.95012655 0.00323209
0.92367620 0.00505328
0.89218105 0.00721088
0.85608229 0.00975732
0.81588011 0.01268458
0.77211653 0.01595330
0.72536610 0.01949885
0.67622614 0.02323421
0.62530503 0.02705776
0.57322072 0.03085695
0.52059054 0.03450824
0.46802378 0.03787919
0.41610380 0.04081590
0.36533936 0.04320725
0.31627000 0.04498611
0.26941852 0.04607391
0.22527838 0.04639609
0.18431230 0.04587983
0.14694053 0.04442771
0.11347087 0.04194723
0.08416563 0.03840144
0.05911012 0.03373860
0.03846644 0.02808893
0.02216401 0.02159662
0.01043670 0.01447815
0.00294719 0.00694053
0.00083314 0.00332426
0.00023340 0.00161166
0.00000000 0.00000000
0.00023340 -0.00161166
0.00083314 -0.00332426
0.00294719 -0.00694053
0.01043670 -0.01447815
0.02216401 -0.02159662
0.03846644 -0.02808893
0.05911012 -0.03373860
0.08416563 -0.03840144
0.11347087 -0.04194723
0.14694053 -0.04442771
0.18431230 -0.04587983
0.22527838 -0.04639609
0.26941852 -0.04607391
0.31627000 -0.04498611
0.36533936 -0.04320725
0.41610380 -0.04081590
0.46802378 -0.03787919
0.52059054 -0.03450824
0.57322072 -0.03085695
0.62530503 -0.02705776
0.67622614 -0.02323421
0.72536610 -0.01949885
0.77211653 -0.01595330
0.81588011 -0.01268458
0.85608229 -0.00975732
0.89218105 -0.00721088
0.92367620 -0.00505328
0.95012655 -0.00323209
0.97130181 -0.00168768
0.98696748 -0.00059913
0.99668789 -0.00008613
1.00000000 0.00000000
